d
"(:Document {NumberWords: 280, Identifier: bg_CURLICAT_bg-bnc-01351, PublicationDate: N/A, NumberTokens: 313, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 7, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: N/A, NumberSentences: 14, URL: http//setimes.com/})"
"(:Document {NumberWords: 137, Identifier: bg_CURLICAT_bg-bnc-2002122905719, PublicationDate: 2002-12-29, NumberTokens: 155, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Германия предупреждава Турция, че процесът за шпионаж може да повлияе на интеграцията й в ЕС, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 72, Identifier: bg_CURLICAT_bg-bnc-2002122910233, PublicationDate: 2002-12-29, NumberTokens: 84, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонската опозиция ще организира протест, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 153, Identifier: bg_CURLICAT_bg-bnc-2002122918820, PublicationDate: 2002-12-29, NumberTokens: 175, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 4, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: САЩ освобождават замразените авоари на Югославия, NumberSentences: 10, URL: http//setimes.com/})"
"(:Document {NumberWords: 87, Identifier: bg_CURLICAT_bg-bnc-2002122925864, PublicationDate: 2002-12-29, NumberTokens: 98, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: SCIENCE|INTERNATIONAL RELATIONS|EUROPEAN UNION|EDUCATION AND COMMUNICATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хърватският президент реорганизира ръководството на армията, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 107, Identifier: bg_CURLICAT_bg-bnc-2002122926858, PublicationDate: 2002-12-29, NumberTokens: 127, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Черногорският парламент ще гласува новия кабинет в понеделник, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 45, Identifier: bg_CURLICAT_bg-bnc-2002122930519, PublicationDate: 2002-12-29, NumberTokens: 50, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Новият кабинет на БиХ ще бъде обявен в петък, NumberSentences: 1, URL: http//setimes.com/})"
"(:Document {NumberWords: 69, Identifier: bg_CURLICAT_bg-bnc-2002123002850, PublicationDate: 2002-12-30, NumberTokens: 79, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Пет милиона румънци са пътували в чужбина през 2002 г., NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 487, Identifier: bg_CURLICAT_bg-bnc-2002123005183, PublicationDate: 2002-12-30, NumberTokens: 541, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: ENERGY|N/A, NumberParagraphs: 9, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България закрива два от ядрените си реактори, NumberSentences: 22, URL: http//setimes.com/})"
"(:Document {NumberWords: 460, Identifier: bg_CURLICAT_bg-bnc-2002123009688, PublicationDate: 2002-12-30, NumberTokens: 519, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Френски бизнесмен обявява мащабни планове за Сърбия, NumberSentences: 26, URL: http//setimes.com/})"
"(:Document {NumberWords: 133, Identifier: bg_CURLICAT_bg-bnc-2002123011181, PublicationDate: 2002-12-30, NumberTokens: 155, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|POLITICS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Комисия постига съгласие за окончателния текст на югославската конституционна харта, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 98, Identifier: bg_CURLICAT_bg-bnc-2002123013329, PublicationDate: 2002-12-30, NumberTokens: 116, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Българската част от магистралата Север-Юг ще бъде завършена след преговори с Турция, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 47, Identifier: bg_CURLICAT_bg-bnc-2002123014736, PublicationDate: 2002-12-30, NumberTokens: 50, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: В БиХ се въвежда нов закон за двойното гражданство, NumberSentences: 2, URL: http//setimes.com/})"
"(:Document {NumberWords: 82, Identifier: bg_CURLICAT_bg-bnc-2002123015885, PublicationDate: 2002-12-30, NumberTokens: 96, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ругова настоява за независимост на Косово, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 122, Identifier: bg_CURLICAT_bg-bnc-2002123019693, PublicationDate: 2002-12-30, NumberTokens: 141, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ЕС се подготвя да замести полицейските части на ООН в БиХ, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 101, Identifier: bg_CURLICAT_bg-bnc-2002123022044, PublicationDate: 2002-12-30, NumberTokens: 114, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: BUSINESS AND COMPETITION|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонската опозиционна Либерална партия ще прекрати бойкота на парламента, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 124, Identifier: bg_CURLICAT_bg-bnc-2003010207604, PublicationDate: 2003-01-02, NumberTokens: 141, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|BUSINESS AND COMPETITION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турският президент подписа поправките в полза на Ердоган, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 25, Identifier: bg_CURLICAT_bg-bnc-2003010216258, PublicationDate: 2003-01-02, NumberTokens: 28, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Американски пратеник заяви, че Вашингтон губи търпение по отношение на Югославия, Хърватска и БиХ, NumberSentences: 1, URL: http//setimes.com/})"
"(:Document {NumberWords: 151, Identifier: bg_CURLICAT_bg-bnc-2003010217198, PublicationDate: 2003-01-02, NumberTokens: 170, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сръбският и черногорският парламент не успяха да приемат новата конституционна харта до края на годината, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 71, Identifier: bg_CURLICAT_bg-bnc-2003010219884, PublicationDate: 2003-01-02, NumberTokens: 82, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|BUSINESS AND COMPETITION|AGRICULTURE, FORESTRY AND FISHERIES, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Повторните избори за президент на Черна гора насрочени за 9 февруари, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 95, Identifier: bg_CURLICAT_bg-bnc-2003010222283, PublicationDate: 2003-01-02, NumberTokens: 112, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонският министър на отбраната се надява на покана за НАТО през 2006 г., NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 166, Identifier: bg_CURLICAT_bg-bnc-2003010230158, PublicationDate: 2003-01-02, NumberTokens: 183, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ЕС пое ръководството на полицейската мисия в БиХ, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 100, Identifier: bg_CURLICAT_bg-bnc-2003010231244, PublicationDate: 2003-01-02, NumberTokens: 118, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България затваря два атомни реактора, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 123, Identifier: bg_CURLICAT_bg-bnc-2003010233493, PublicationDate: 2003-01-02, NumberTokens: 144, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|EUROPEAN UNION, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Председателят на парламентарната група на коалицията на косовските сърби подаде оставка, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 99, Identifier: bg_CURLICAT_bg-bnc-2003010304029, PublicationDate: 2003-01-03, NumberTokens: 113, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: САЩ обещават до 15 млрд. щатски долара икономическа помощ за Турция, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 113, Identifier: bg_CURLICAT_bg-bnc-2003010306027, PublicationDate: 2003-01-03, NumberTokens: 127, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Българският президент поиска тълкуване на клаузите за военно сътрудничество, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 96, Identifier: bg_CURLICAT_bg-bnc-2003010312625, PublicationDate: 2003-01-03, NumberTokens: 110, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EDUCATION AND COMMUNICATIONS|LAW|SCIENCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонският президент ще организира среща на президентите на страните от Западните Балкани, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 518, Identifier: bg_CURLICAT_bg-bnc-2003010314661, PublicationDate: 2003-01-03, NumberTokens: 595, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION|LAW, NumberParagraphs: 13, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ердоган призовава към преговори за Кипър, NumberSentences: 29, URL: http//setimes.com/})"
"(:Document {NumberWords: 439, Identifier: bg_CURLICAT_bg-bnc-2003010315391, PublicationDate: 2003-01-03, NumberTokens: 517, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS|GEOGRAPHY, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Международните представители призовават жителите и политиците на Косово към партньорство и участие в процеса на демократизация, NumberSentences: 19, URL: http//setimes.com/})"
"(:Document {NumberWords: 66, Identifier: bg_CURLICAT_bg-bnc-2003010326156, PublicationDate: 2003-01-03, NumberTokens: 75, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: INTERNATIONAL RELATIONS|SCIENCE|INTERNATIONAL ORGANISATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хърватският президент се срещна с новия началник-щаб на армията, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 70, Identifier: bg_CURLICAT_bg-bnc-2003010329493, PublicationDate: 2003-01-03, NumberTokens: 85, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: BUSINESS AND COMPETITION, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: СФОР правят изненадваща проверка на радиостанция, свързана с Караджич, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 88, Identifier: bg_CURLICAT_bg-bnc-2003010329682, PublicationDate: 2003-01-03, NumberTokens: 104, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Гърция и Турция ще приложат формулата 2+2 за Македония и Албания, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 401, Identifier: bg_CURLICAT_bg-bnc-2003010331697, PublicationDate: 2003-01-03, NumberTokens: 446, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|FINANCE|BUSINESS AND COMPETITION|GEOGRAPHY, NumberParagraphs: 9, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Икономически преглед, NumberSentences: 21, URL: http//setimes.com/})"
"(:Document {NumberWords: 109, Identifier: bg_CURLICAT_bg-bnc-2003010335155, PublicationDate: 2003-01-03, NumberTokens: 127, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турската избирателна комисия може да отсрочи изборите в провинция Сиирт, NumberSentences: 6, URL: http//setimes.com/})"
